accuracy,loss,val_accuracy,val_loss,Training Accuracy,Validation Accuracy,Test Accuracy
0.7359779477119446,4.339147090911865,0.7578703761100769,2.111844301223755,0.7359779477119446,0.7578703761100769,0.9458796977996826
0.7564377784729004,2.0542616844177246,0.7578703761100769,1.8897236585617065,0.7564377784729004,0.7578703761100769,0.9458796977996826
0.7564378976821899,1.784148931503296,0.7578703761100769,1.6943745613098145,0.7564378976821899,0.7578703761100769,0.9458796977996826
0.756843090057373,1.6395589113235474,0.7599999904632568,1.580703616142273,0.756843090057373,0.7599999904632568,0.9458796977996826
0.7634083032608032,1.5314829349517822,0.7687962651252747,1.4811078310012817,0.7634083032608032,0.7687962651252747,0.9458796977996826
0.7684683799743652,1.4454765319824219,0.7731018662452698,1.4155504703521729,0.7684683799743652,0.7731018662452698,0.9458796977996826
0.7771523594856262,1.3793487548828125,0.7824074029922485,1.3672969341278076,0.7771523594856262,0.7824074029922485,0.9458796977996826
0.7840536832809448,1.3236974477767944,0.7922222018241882,1.3234318494796753,0.7840536832809448,0.7922222018241882,0.9458796977996826
0.7929463386535645,1.2684388160705566,0.7992129325866699,1.2777596712112427,0.7929463386535645,0.7992129325866699,0.9458796977996826
0.7996386885643005,1.2108968496322632,0.805972158908844,1.229475975036621,0.7996386885643005,0.805972158908844,0.9458796977996826
0.807118833065033,1.1517701148986816,0.8154165744781494,1.1825631856918335,0.807118833065033,0.8154165744781494,0.9458796977996826
0.8194618821144104,1.0913676023483276,0.8288425803184509,1.1363660097122192,0.8194618821144104,0.8288425803184509,0.9458796977996826
0.8299755454063416,1.0317059755325317,0.839398205280304,1.0933154821395874,0.8299755454063416,0.839398205280304,0.9458796977996826
0.8405585289001465,0.9733195900917053,0.8489814400672913,1.0471354722976685,0.8405585289001465,0.8489814400672913,0.9458796977996826
0.8513500094413757,0.9161486625671387,0.854629635810852,1.005621075630188,0.8513500094413757,0.854629635810852,0.9458796977996826
0.8587489128112793,0.8618886470794678,0.8631018996238708,0.9668773412704468,0.8587489128112793,0.8631018996238708,0.9458796977996826
0.8668658137321472,0.8109793663024902,0.8681944012641907,0.9298399686813354,0.8668658137321472,0.8681944012641907,0.9458796977996826
0.874704897403717,0.7623064517974854,0.8745833039283752,0.8945280909538269,0.874704897403717,0.8745833039283752,0.9458796977996826
0.882022500038147,0.7159655094146729,0.880231499671936,0.8624362349510193,0.882022500038147,0.880231499671936,0.9458796977996826
0.8898962140083313,0.6726735234260559,0.8855093121528625,0.8347640633583069,0.8898962140083313,0.8855093121528625,0.9458796977996826
0.8956046104431152,0.6320280432701111,0.8899074196815491,0.8078556656837463,0.8956046104431152,0.8899074196815491,0.9458796977996826
0.9029110074043274,0.5942756533622742,0.8966666460037231,0.7825500965118408,0.9029110074043274,0.8966666460037231,0.9458796977996826
0.9090129137039185,0.5586062073707581,0.9002777934074402,0.762133002281189,0.9090129137039185,0.9002777934074402,0.9458796977996826
0.9146868586540222,0.5254675149917603,0.9040278196334839,0.7396583557128906,0.9146868586540222,0.9040278196334839,0.9458796977996826
0.9203951954841614,0.4934420883655548,0.9083333611488342,0.7200499176979065,0.9203951954841614,0.9083333611488342,0.9458796977996826
0.9253276586532593,0.463718444108963,0.911250114440918,0.701853334903717,0.9253276586532593,0.911250114440918,0.9458796977996826
0.9310245513916016,0.4356015622615814,0.9146758913993835,0.6874794363975525,0.9310245513916016,0.9146758913993835,0.9458796977996826
0.9365360736846924,0.40910303592681885,0.9188889861106873,0.6689337491989136,0.9365360736846924,0.9188889861106873,0.9458796977996826
0.9412140250205994,0.3839147388935089,0.9215741753578186,0.6564833521842957,0.9412140250205994,0.9215741753578186,0.9458796977996826
0.9465055465698242,0.3601404130458832,0.9238425493240356,0.6411488652229309,0.9465055465698242,0.9238425493240356,0.9458796977996826
0.9512527585029602,0.337583065032959,0.9251851439476013,0.6299483776092529,0.9512527585029602,0.9251851439476013,0.9458796977996826
0.9556297063827515,0.3166419565677643,0.9266203045845032,0.6184098720550537,0.9556297063827515,0.9266203045845032,0.9458796977996826
0.9601107239723206,0.29672208428382874,0.9291666746139526,0.6080384850502014,0.9601107239723206,0.9291666746139526,0.9458796977996826
0.9640589356422424,0.2780638337135315,0.9308333396911621,0.5983347296714783,0.9640589356422424,0.9308333396911621,0.9458796977996826
0.9680538177490234,0.26048746705055237,0.9320833086967468,0.5902182459831238,0.9680538177490234,0.9320833086967468,0.9458796977996826
0.971469521522522,0.24421283602714539,0.933888852596283,0.582184374332428,0.971469521522522,0.933888852596283,0.9458796977996826
0.9749200940132141,0.2288157343864441,0.9351388812065125,0.5749651789665222,0.9749200940132141,0.9351388812065125,0.9458796977996826
0.9766453504562378,0.21416988968849182,0.9358333349227905,0.5680958032608032,0.9766453504562378,0.9358333349227905,0.9458796977996826
0.9796095490455627,0.20042750239372253,0.9374536275863647,0.5617588758468628,0.9796095490455627,0.9374536275863647,0.9458796977996826
0.9818790555000305,0.18719638884067535,0.9381018877029419,0.5564498901367188,0.9818790555000305,0.9381018877029419,0.9458796977996826
0.9834885001182556,0.17519691586494446,0.9395370483398438,0.5511614680290222,0.9834885001182556,0.9395370483398438,0.9458796977996826
